19.41, 76.1, 26.11, 81.16, 79.31
26.82, 97.93, 47.1, 12.68, 9.55
85.82, 30.53, 33.87, 58.56, 86.91
62.01, 36.51, 30.86, 5.25, 11.22
7.48, 66.0, 80.37, 72.84, 48.86
48.04, 77.82, 87.07, 90.87, 65.16
90.68, 55.56, 72.36, 17.57, 26.74
7.96, 31.57, 54.28, 98.66, 25.17
4.03, 30.39, 9.37, 49.85, 11.02
31.36, 6.05, 68.29, 81.83, 53.44
21.36, 46.75, 99.69, 50.66, 97.61
72.52, 42.09, 18.59, 30.93, 91.87
30.92, 6.8, 3.5, 17.53, 89.89
26.49, 22.14, 59.37, 98.21, 63.31
19.47, 91.04, 78.81, 53.04, 99.39
64.51, 86.01, 91.29, 62.57, 0.01
86.87, 55.99, 55.59, 44.69, 58.0
24.98, 30.78, 27.65, 3.95, 58.92
48.92, 38.99, 1.72, 77.48, 65.95
32.88, 36.94, 21.61, 17.35, 93.61
9.91, 49.5, 82.71, 94.38, 22.32
54.28, 92.5, 79.6, 46.02, 45.32
93.21, 69.09, 7.25, 63.74, 94.08
73.21, 3.64, 90.64, 66.77, 11.67
92.22, 0.11, 90.2, 9.69, 65.13
47.88, 72.91, 34.8, 30.45, 34.72
34.57, 54.32, 48.17, 14.82, 69.26
16.56, 17.29, 2.26, 37.66, 14.58
10.61, 30.08, 20.22, 2.42, 8.28
63.25, 46.25, 5.92, 14.7, 46.26
29.26, 71.18, 23.13, 55.07, 79.24
52.69, 7.73, 10.08, 82.15, 59.63
82.35, 89.34, 1.15, 23.71, 90.66
76.42, 49.06, 67.77, 62.92, 77.02
40.81, 44.35, 27.66, 57.59, 56.12
39.96, 57.01, 61.13, 55.14, 7.87
59.66, 4.0, 15.36, 14.72, 39.23
16.43, 30.6, 2.33, 79.9, 59.21
62.03, 87.58, 0.79, 3.33, 11.18
1.64, 5.98, 56.99, 8.72, 89.07
4.88, 40.84, 3.46, 85.89, 35.45
50.77, 54.12, 60.86, 95.82, 13.55
52.75, 82.3, 57.89, 32.37, 13.78
52.01, 24.64, 33.41, 67.89, 93.41
4.32, 98.41, 45.93, 88.43, 66.83
9.54, 6.66, 23.79, 50.52, 74.36
3.36, 82.4, 95.02, 52.63, 28.02
36.72, 98.31, 90.31, 0.1, 42.38
69.12, 88.1, 52.71, 33.97, 68.88
86.83, 52.05, 36.7, 58.16, 80.38
57.14, 79.36, 0.78, 85.64, 60.04
3.87, 92.28, 21.64, 74.57, 39.33
95.15, 58.7, 22.92, 88.23, 41.51
17.8, 84.6, 30.63, 71.93, 82.68
98.86, 56.18, 78.7, 29.41, 76.27
17.53, 30.57, 79.16, 37.05, 14.19
65.54, 58.29, 80.54, 64.18, 61.79
53.88, 2.06, 24.9, 79.49, 86.73
43.72, 3.73, 78.24, 53.46, 77.52
82.78, 1.89, 21.68, 53.48, 67.82
10.39, 8.04, 35.79, 65.44, 14.13
1.12, 32.91, 89.45, 54.15, 47.69
63.76, 53.56, 76.53, 96.13, 32.65
13.8, 77.75, 46.44, 77.0, 30.73
52.98, 39.99, 56.69, 10.24, 80.09
60.55, 34.72, 97.74, 35.09, 91.95
95.54, 6.78, 27.97, 37.45, 7.19
48.47, 27.05, 34.76, 61.9, 27.64
79.98, 54.35, 29.74, 93.14, 32.5
80.35, 35.35, 93.9, 3.22, 34.85
77.57, 12.24, 58.4, 85.11, 59.3
5.75, 68.32, 14.01, 94.97, 83.61
40.54, 87.53, 25.59, 20.63, 39.35
35.22, 54.89, 53.35, 66.24, 66.11
7.74, 32.61, 57.09, 83.03, 85.08
6.62, 26.22, 67.67, 28.52, 40.2
64.74, 17.85, 25.97, 98.51, 99.97
81.47, 96.42, 97.5, 61.95, 39.51
97.07, 32.44, 98.85, 24.83, 77.35
70.58, 14.53, 48.38, 97.88, 62.14
29.54, 79.11, 62.87, 52.41, 15.53
67.2, 52.75, 41.25, 64.83, 28.91
25.45, 68.03, 19.78, 1.22, 91.54
21.71, 60.89, 38.33, 90.24, 62.1
97.73, 97.32, 23.72, 46.37, 45.86
42.27, 18.07, 95.97, 36.58, 31.97
38.11, 94.92, 68.98, 80.99, 15.58
0.08, 59.48, 64.71, 13.15, 87.77
65.16, 62.2, 63.25, 82.06, 21.26
27.68, 89.73, 34.72, 23.02, 75.26
98.1, 88.27, 53.55, 20.01, 82.95
83.32, 84.24, 76.94, 45.03, 52.29
71.99, 64.15, 89.62, 37.01, 73.13
8.65, 42.03, 60.65, 18.71, 45.77
40.87, 10.54, 53.86, 74.92, 26.14
91.93, 62.42, 12.31, 66.16, 18.76
29.94, 87.26, 96.14, 73.64, 54.18
67.52, 85.23, 82.57, 77.78, 42.17
95.12, 23.11, 93.81, 93.06, 35.32
51.36, 18.19, 40.38, 67.16, 81.94
55.9, 40.62, 84.67, 47.67, 59.15
60.52, 39.51, 10.52, 64.41, 30.07
1.37, 6.73, 27.58, 51.21, 24.88
87.16, 54.94, 9.08, 18.1, 13.59
62.14, 17.09, 25.71, 9.41, 27.49
69.66, 61.58, 6.96, 65.8, 34.8
43.4, 96.93, 62.87, 34.55, 11.43
74.09, 81.2, 69.61, 55.06, 40.4
56.64, 44.64, 47.41, 24.56, 2.2
49.69, 31.39, 1.21, 87.69, 83.31
1.03, 16.56, 22.61, 11.49, 26.1
14.85, 64.07, 84.94, 28.28, 20.8
55.55, 1.06, 99.48, 37.49, 37.39
32.05, 6.42, 9.69, 14.74, 72.45
59.9, 45.84, 80.64, 63.05, 69.81
1.3, 19.27, 51.6, 39.86, 51.95
33.76, 37.1, 2.5, 98.26, 22.91
27.99, 64.74, 55.59, 91.03, 1.25
15.72, 61.72, 68.5, 69.86, 33.4
35.83, 16.99, 50.79, 46.32, 6.16
83.27, 94.18, 97.09, 4.57, 7.01
39.91, 23.75, 88.11, 95.0, 12.14
14.01, 93.91, 75.21, 52.75, 21.85
69.62, 58.6, 41.82, 34.66, 24.74
38.57, 40.9, 42.48, 91.96, 22.21
99.89, 29.83, 6.36, 27.32, 61.36
72.08, 63.22, 63.61, 14.51, 84.69
59.07, 93.88, 23.61, 96.97, 4.63
63.36, 4.87, 71.47, 92.88, 3.47
34.89, 75.82, 47.59, 13.25, 19.25
72.19, 50.47, 40.08, 16.5, 46.78
1.91, 56.85, 88.76, 60.91, 35.13
19.11, 62.84, 32.16, 83.29, 45.76
57.3, 24.65, 92.83, 18.6, 35.54
54.19, 38.67, 34.43, 33.46, 5.03
86.92, 51.14, 82.1, 86.16, 49.04
55.61, 97.66, 67.16, 16.68, 55.97
72.7, 82.04, 27.11, 14.34, 46.18
26.78, 18.71, 77.68, 90.17, 42.66
78.19, 48.97, 61.62, 70.12, 99.03
23.13, 8.49, 87.25, 98.2, 6.27
6.57, 78.12, 10.8, 22.85, 6.14
95.68, 76.52, 70.77, 5.57, 87.77
91.04, 78.16, 5.44, 84.11, 70.02
19.37, 46.35, 49.07, 58.61, 32.93
6.64, 99.92, 88.95, 81.72, 2.4
35.66, 5.53, 92.61, 25.91, 53.54
87.86, 73.74, 70.43, 29.93, 28.57
11.03, 21.87, 64.5, 21.83, 21.85
48.15, 7.29, 24.67, 40.21, 12.55
41.05, 91.37, 84.79, 33.19, 19.0
49.47, 95.26, 24.53, 53.31, 97.25
68.25, 41.19, 51.38, 46.32, 64.39
20.7, 52.56, 31.61, 83.92, 32.43

70.75, 55.88, 35.37, 47.39, 91.49

2,2,2,2,2


# Queries
72.55, 46.78, 79.23, 9.67, 3.38
89.74, 91.83, 32.0, 80.07, 13.64
15.21, 38.84, 49.48, 0.96, 52.6
46.52, 8.87, 55.45, 44.05, 45.57
82.4, 39.75, 37.48, 72.29, 27.95
73.81, 93.72, 47.13, 84.44, 68.38
13.26, 52.75, 12.22, 50.05, 26.04
8.58, 40.23, 48.58, 24.52, 65.09
85.76, 57.89, 89.26, 80.75, 99.7
1.41, 30.16, 12.94, 38.04, 86.93

70.70, 55.88, 35.37, 47.39, 91.49

1,1,1,1,1
